Airline,AirlineID,Source,Destination,Route,Total_Stops,DepartureDatetime,ArrivalDatetime,DurationMinutes,DayOfWeek,IsWeekend,Price
SpiceJet,8,BLR,DEL,BLR-DEL,0,6/1/2019 5:55,6/1/2019 8:35,160,5,1,3625
Jet Airways,4,CCU,BLR,CCU-BLR,1,5/9/2019 14:05,5/9/2019 12:00,1315,3,0,9663
Multiple carriers,6,DEL,COK,DEL-COK,1,5/15/2019 10:20,5/15/2019 19:00,520,2,0,9794
SpiceJet,8,BOM,HYD,BOM-HYD,0,5/1/2019 13:15,5/1/2019 14:45,90,2,0,2437
Multiple carriers,6,DEL,COK,DEL-COK,1,6/15/2019 10:00,6/15/2019 1:30,930,5,1,13377
Jet Airways,4,CCU,BLR,CCU-BLR,1,6/6/2019 20:00,6/6/2019 4:40,520,3,0,8586
Jet Airways,4,BLR,DEL,BLR-DEL,1,3/6/2019 8:55,3/6/2019 15:15,380,2,0,19225
Jet Airways,4,DEL,COK,DEL-COK,1,5/18/2019 22:50,5/18/2019 4:25,335,5,1,15554
Jet Airways,4,CCU,BLR,CCU-BLR,1,5/1/2019 9:35,5/1/2019 22:05,750,2,0,12121
IndiGo,3,BLR,DEL,BLR-DEL,0,5/27/2019 10:10,5/27/2019 13:00,170,0,0,3943
Jet Airways,4,BLR,DEL,BLR-DEL,1,3/18/2019 21:25,3/18/2019 9:00,695,0,0,13555
IndiGo,3,BLR,DEL,BLR-DEL,0,6/21/2019 18:15,6/21/2019 21:20,185,4,0,4990
Air India,1,DEL,COK,DEL-COK,1,3/6/2019 20:30,3/6/2019 23:00,1590,2,0,8854
Multiple carriers,6,DEL,COK,DEL-COK,1,5/27/2019 7:10,5/27/2019 16:10,540,0,0,7878
Vistara,10,BLR,DEL,BLR-DEL,0,3/3/2019 9:50,3/3/2019 12:35,165,6,1,8028
Jet Airways,4,CCU,BLR,CCU-BLR,1,5/9/2019 18:55,5/9/2019 8:15,800,3,0,8586
Air India,1,CCU,BLR,CCU-BLR,2,5/1/2019 17:30,5/1/2019 13:45,1215,2,0,15164
Jet Airways,4,BLR,DEL,BLR-DEL,1,3/18/2019 7:00,3/18/2019 15:15,495,0,0,12284
Jet Airways,4,BOM,HYD,BOM-HYD,0,6/21/2019 7:05,6/21/2019 8:30,85,4,0,4995
Multiple carriers,6,DEL,COK,DEL-COK,1,5/27/2019 8:45,5/27/2019 19:15,630,0,0,10051
Jet Airways,4,CCU,BLR,CCU-BLR,1,5/21/2019 14:05,5/21/2019 10:05,1200,1,0,9663
Air India,1,CCU,BLR,CCU-BLR,2,5/1/2019 7:00,5/1/2019 5:25,1345,2,0,14424
Jet Airways,4,DEL,COK,DEL-COK,1,6/15/2019 10:00,6/15/2019 19:00,540,5,1,14714
Air India,1,BOM,HYD,BOM-HYD,0,5/24/2019 13:55,5/24/2019 15:25,90,4,0,3100
IndiGo,3,DEL,COK,DEL-COK,1,6/6/2019 17:05,6/6/2019 22:25,320,3,0,6493
Jet Airways,4,CCU,BLR,CCU-BLR,1,6/6/2019 6:30,6/6/2019 23:35,1025,3,0,14571
Jet Airways,4,DEL,COK,DEL-COK,2,6/15/2019 5:30,6/15/2019 19:00,810,5,1,10368
Jet Airways,4,DEL,COK,DEL-COK,1,6/3/2019 15:00,6/3/2019 4:25,805,0,0,14714
SpiceJet,8,MAA,CCU,MAA-CCU,0,5/18/2019 8:20,5/18/2019 10:35,135,5,1,3543
Air Asia,0,CCU,BLR,CCU-BLR,1,6/6/2019 7:35,6/6/2019 19:25,710,3,0,6810
SpiceJet,8,CCU,BLR,CCU-BLR,0,3/24/2019 9:00,3/24/2019 11:30,150,6,1,5201
Multiple carriers,6,DEL,COK,DEL-COK,1,6/24/2019 17:30,6/24/2019 1:30,480,0,0,13377
Multiple carriers Premium economy,7,DEL,COK,DEL-COK,1,3/21/2019 7:30,3/21/2019 18:50,680,3,0,14629
IndiGo,3,DEL,COK,DEL-COK,1,4/9/2019 7:30,4/9/2019 21:00,810,1,0,6093
Multiple carriers,6,DEL,COK,DEL-COK,3,6/12/2019 11:35,6/12/2019 1:30,835,2,0,15419
Air India,1,CCU,BLR,CCU-BLR,2,5/21/2019 16:50,5/21/2019 13:45,1255,1,0,13484
Air India,1,DEL,COK,DEL-COK,1,5/18/2019 21:00,5/18/2019 7:40,640,5,1,8372
Air India,1,BLR,DEL,BLR-DEL,2,3/15/2019 8:15,3/15/2019 11:20,1625,4,0,8534
Jet Airways,4,BLR,DEL,BLR-DEL,0,5/15/2019 17:45,5/15/2019 20:45,180,2,0,4030
Jet Airways,4,DEL,COK,DEL-COK,2,6/24/2019 9:35,6/24/2019 4:25,1130,0,0,13292
Jet Airways,4,DEL,COK,DEL-COK,2,6/24/2019 5:30,6/24/2019 4:25,1375,0,0,13014
Air India,1,DEL,COK,DEL-COK,1,3/9/2019 8:00,3/9/2019 19:15,675,5,1,16754
IndiGo,3,CCU,BLR,CCU-BLR,0,3/1/2019 17:15,3/1/2019 19:55,160,4,0,6565
Jet Airways,4,DEL,COK,DEL-COK,1,5/27/2019 22:50,5/27/2019 19:00,1210,0,0,16079
Jet Airways,4,DEL,COK,DEL-COK,2,5/9/2019 21:25,5/9/2019 12:35,910,3,0,11507
Vistara,10,BOM,HYD,BOM-HYD,1,3/6/2019 7:30,3/6/2019 9:25,1555,2,0,12395
IndiGo,3,BLR,DEL,BLR-DEL,1,3/1/2019 19:35,3/1/2019 0:35,300,4,0,22153
Jet Airways,4,DEL,COK,DEL-COK,2,6/27/2019 6:45,6/27/2019 12:35,1790,3,0,10919
Jet Airways,4,CCU,BLR,CCU-BLR,1,3/24/2019 21:10,3/24/2019 4:45,455,6,1,13759
Air India,1,DEL,COK,DEL-COK,0,4/18/2019 5:10,4/18/2019 8:00,170,3,0,6094
Air India,1,CCU,BLR,CCU-BLR,2,5/21/2019 9:25,5/21/2019 13:45,1700,1,0,11542
Jet Airways,4,DEL,COK,DEL-COK,2,6/9/2019 6:45,6/9/2019 4:25,1300,6,1,13376
Jet Airways,4,BLR,DEL,BLR-DEL,1,3/1/2019 11:40,3/1/2019 10:25,1365,4,0,25735
Jet Airways,4,BLR,DEL,BLR-DEL,1,3/6/2019 22:50,3/6/2019 23:00,1450,2,0,17471
Jet Airways,4,CCU,BLR,CCU-BLR,1,6/9/2019 16:30,6/9/2019 23:35,425,6,1,10844
Air India,1,DEL,COK,DEL-COK,1,6/3/2019 19:00,6/3/2019 7:40,760,0,0,8372
IndiGo,3,MAA,CCU,MAA-CCU,0,6/15/2019 11:35,6/15/2019 14:00,145,5,1,3858
IndiGo,3,BLR,DEL,BLR-DEL,0,3/15/2019 1:30,3/15/2019 4:15,165,4,0,5694
Jet Airways,4,DEL,COK,DEL-COK,1,3/3/2019 18:15,3/3/2019 18:50,1475,6,1,17234
Jet Airways,4,DEL,COK,DEL-COK,2,4/9/2019 9:25,4/9/2019 4:25,1140,1,0,11546
Vistara,10,BLR,DEL,BLR-DEL,0,3/3/2019 7:00,3/3/2019 9:40,160,6,1,8028
Jet Airways,4,BLR,DEL,BLR-DEL,0,6/15/2019 19:50,6/15/2019 22:50,180,5,1,8016
Air India,1,CCU,BLR,CCU-BLR,1,5/24/2019 20:30,5/24/2019 20:25,1435,4,0,10413
Air India,1,BLR,DEL,BLR-DEL,2,3/12/2019 11:05,3/12/2019 22:10,665,1,0,11948
Jet Airways,4,BOM,HYD,BOM-HYD,0,4/1/2019 10:20,4/1/2019 11:50,90,0,0,3205
IndiGo,3,BLR,DEL,BLR-DEL,0,5/18/2019 13:00,5/18/2019 15:50,170,5,1,4423
Vistara,10,BLR,DEL,BLR-DEL,0,3/24/2019 7:00,3/24/2019 9:40,160,6,1,4878
IndiGo,3,DEL,COK,DEL-COK,1,4/15/2019 17:05,4/15/2019 22:15,310,0,0,5912
Air India,1,CCU,BLR,CCU-BLR,2,5/12/2019 5:50,5/12/2019 8:55,1625,6,1,11411
Multiple carriers,6,DEL,COK,DEL-COK,1,6/24/2019 7:00,6/24/2019 21:00,840,0,0,7618
Jet Airways,4,BLR,DEL,BLR-DEL,0,4/12/2019 15:15,4/12/2019 18:10,175,4,0,7229
IndiGo,3,DEL,COK,DEL-COK,1,6/27/2019 15:10,6/27/2019 20:00,290,3,0,6147
Jet Airways,4,DEL,COK,DEL-COK,2,6/15/2019 18:25,6/15/2019 4:25,600,5,1,14237
IndiGo,3,DEL,COK,DEL-COK,1,3/21/2019 7:45,3/21/2019 13:40,355,3,0,6101
Air India,1,CCU,BLR,CCU-BLR,2,5/21/2019 16:50,5/21/2019 5:35,765,1,0,12324
Vistara,10,BLR,DEL,BLR-DEL,1,3/1/2019 6:40,3/1/2019 21:55,915,4,0,18387
Jet Airways,4,DEL,COK,DEL-COK,1,6/3/2019 16:00,6/3/2019 4:25,745,0,0,10262
Jet Airways,4,DEL,COK,DEL-COK,1,6/15/2019 9:00,6/15/2019 19:00,600,5,1,10262
Jet Airways,4,BLR,DEL,BLR-DEL,0,4/21/2019 7:10,4/21/2019 10:10,180,6,1,7229
Air Asia,0,CCU,BLR,CCU-BLR,0,6/27/2019 22:50,6/27/2019 1:20,150,3,0,3807
Multiple carriers,6,DEL,COK,DEL-COK,1,3/21/2019 15:15,3/21/2019 1:35,620,3,0,7695
Air India,1,CCU,BLR,CCU-BLR,2,5/18/2019 5:50,5/18/2019 8:55,1625,5,1,12723
SpiceJet,8,BOM,HYD,BOM-HYD,0,5/15/2019 13:15,5/15/2019 14:45,90,2,0,2175
IndiGo,3,DEL,COK,DEL-COK,1,5/27/2019 9:15,5/27/2019 1:30,975,0,0,6628
Jet Airways,4,DEL,COK,DEL-COK,2,6/12/2019 14:35,6/12/2019 4:25,830,2,0,13376
IndiGo,3,CCU,BLR,CCU-BLR,0,3/27/2019 15:10,3/27/2019 17:45,155,2,0,4148
Jet Airways,4,DEL,COK,DEL-COK,2,3/27/2019 5:25,3/27/2019 4:25,1380,2,0,9254
Jet Airways,4,BLR,DEL,BLR-DEL,0,6/24/2019 18:55,6/24/2019 22:00,185,0,0,8016
Jet Airways,4,BLR,DEL,BLR-DEL,0,5/1/2019 17:45,5/1/2019 20:45,180,2,0,4030
Jet Airways,4,BLR,DEL,BLR-DEL,0,5/12/2019 17:45,5/12/2019 20:45,180,6,1,5198
Air Asia,0,CCU,BLR,CCU-BLR,0,4/15/2019 19:55,4/15/2019 22:25,150,0,0,4409
Air India,1,BOM,HYD,BOM-HYD,0,3/1/2019 13:55,3/1/2019 15:25,90,4,0,10082
Jet Airways,4,CCU,BLR,CCU-BLR,1,5/18/2019 14:05,5/18/2019 10:05,1200,5,1,9663
SpiceJet,8,BLR,DEL,BLR-DEL,0,4/3/2019 5:55,4/3/2019 8:35,160,2,0,3971
IndiGo,3,MAA,CCU,MAA-CCU,0,3/15/2019 7:55,3/15/2019 10:15,140,4,0,6297
SpiceJet,8,BLR,DEL,BLR-DEL,0,5/9/2019 5:55,5/9/2019 8:35,160,3,0,3573
Jet Airways,4,CCU,BLR,CCU-BLR,1,5/21/2019 14:05,5/21/2019 22:35,510,1,0,10844
IndiGo,3,BLR,DEL,BLR-DEL,0,4/27/2019 6:05,4/27/2019 8:50,165,5,1,4423
Jet Airways,4,BLR,DEL,BLR-DEL,1,3/6/2019 14:05,3/6/2019 21:20,435,2,0,19225
IndiGo,3,MAA,CCU,MAA-CCU,0,3/12/2019 22:05,3/12/2019 0:30,145,1,0,6297
SpiceJet,8,CCU,BLR,CCU-BLR,0,3/6/2019 22:20,3/6/2019 0:40,140,2,0,3849
Multiple carriers,6,DEL,COK,DEL-COK,1,3/6/2019 8:00,3/6/2019 15:30,450,2,0,15078
IndiGo,3,CCU,BLR,CCU-BLR,1,5/12/2019 19:20,5/12/2019 23:45,265,6,1,4205
Air India,1,BLR,DEL,BLR-DEL,0,5/27/2019 13:20,5/27/2019 16:10,170,0,0,5228
Multiple carriers,6,DEL,COK,DEL-COK,1,6/6/2019 7:00,6/6/2019 21:00,840,3,0,7408
Jet Airways,4,BLR,DEL,BLR-DEL,0,6/9/2019 11:10,6/9/2019 14:05,175,6,1,7229
Jet Airways,4,DEL,COK,DEL-COK,2,6/15/2019 14:35,6/15/2019 4:25,830,5,1,10919
Jet Airways,4,BLR,DEL,BLR-DEL,0,5/1/2019 15:15,5/1/2019 18:10,175,2,0,4544
Jet Airways,4,DEL,COK,DEL-COK,1,3/21/2019 8:00,3/21/2019 4:25,1225,3,0,6540
Jet Airways,4,DEL,COK,DEL-COK,2,3/21/2019 19:10,3/21/2019 18:50,1420,3,0,9483
Jet Airways,4,DEL,COK,DEL-COK,1,5/21/2019 10:00,5/21/2019 19:00,540,1,0,16079
Multiple carriers,6,DEL,COK,DEL-COK,1,6/1/2019 18:15,6/1/2019 1:30,435,5,1,13377
IndiGo,3,BLR,DEL,BLR-DEL,0,6/3/2019 18:55,6/3/2019 21:50,175,0,0,4823
Jet Airways,4,CCU,BLR,CCU-BLR,1,5/15/2019 17:00,5/15/2019 10:55,1075,2,0,14151
GoAir,2,CCU,BLR,CCU-BLR,1,5/9/2019 23:30,5/9/2019 7:45,495,3,0,6095
Air India,1,DEL,COK,DEL-COK,1,5/27/2019 10:00,5/27/2019 19:15,555,0,0,12029
Air India,1,CCU,BLR,CCU-BLR,1,4/6/2019 19:00,4/6/2019 11:05,965,5,1,4437
IndiGo,3,BLR,DEL,BLR-DEL,0,6/27/2019 1:30,6/27/2019 4:15,165,3,0,3419
IndiGo,3,BLR,DEL,BLR-DEL,0,4/1/2019 10:10,4/1/2019 13:00,170,0,0,3943
Multiple carriers,6,DEL,COK,DEL-COK,1,3/21/2019 14:00,3/21/2019 1:35,695,3,0,13542
Air India,1,DEL,COK,DEL-COK,1,6/27/2019 17:40,6/27/2019 23:00,320,3,0,7174
IndiGo,3,BOM,HYD,BOM-HYD,0,3/9/2019 9:10,3/9/2019 10:35,85,5,1,7417
Jet Airways,4,DEL,COK,DEL-COK,2,5/9/2019 13:25,5/9/2019 4:25,900,3,0,16704
Air India,1,CCU,BLR,CCU-BLR,0,3/18/2019 20:45,3/18/2019 23:20,155,0,0,4435
Air India,1,CCU,BLR,CCU-BLR,2,5/21/2019 9:25,5/21/2019 5:35,1210,1,0,11432
Air Asia,0,BLR,DEL,BLR-DEL,0,6/21/2019 23:55,6/21/2019 2:45,170,4,0,3383
IndiGo,3,CCU,BLR,CCU-BLR,0,4/21/2019 4:40,4/21/2019 7:15,155,6,1,4804
Air Asia,0,BLR,DEL,BLR-DEL,0,5/27/2019 4:55,5/27/2019 7:45,170,0,0,3383
IndiGo,3,CCU,BLR,CCU-BLR,1,5/24/2019 15:10,5/24/2019 20:30,320,4,0,6991
Air India,1,DEL,COK,DEL-COK,2,5/9/2019 5:00,5/9/2019 19:15,2295,3,0,10441
IndiGo,3,DEL,COK,DEL-COK,1,3/21/2019 7:35,3/21/2019 12:00,265,3,0,5073
Multiple carriers,6,DEL,COK,DEL-COK,1,3/21/2019 10:20,3/21/2019 1:35,915,3,0,7695
Air India,1,DEL,COK,DEL-COK,1,5/24/2019 20:40,5/24/2019 9:25,765,4,0,7480
Jet Airways,4,DEL,COK,DEL-COK,1,6/9/2019 11:30,6/9/2019 12:35,1505,6,1,10262
Jet Airways,4,BLR,DEL,BLR-DEL,1,3/12/2019 22:55,3/12/2019 11:25,750,1,0,13817
Jet Airways,4,CCU,BLR,CCU-BLR,1,5/21/2019 9:35,5/21/2019 19:10,575,1,0,13067
SpiceJet,8,BOM,HYD,BOM-HYD,0,6/6/2019 13:15,6/6/2019 14:45,90,3,0,1965
IndiGo,3,DEL,COK,DEL-COK,1,6/6/2019 6:50,6/6/2019 16:10,560,3,0,6674
Air India,1,BOM,HYD,BOM-HYD,2,3/12/2019 5:05,3/12/2019 16:55,710,1,0,16172
Multiple carriers,6,DEL,COK,DEL-COK,1,6/24/2019 12:50,6/24/2019 19:15,385,0,0,7268
Jet Airways,4,BLR,DEL,BLR-DEL,1,3/15/2019 7:00,3/15/2019 12:15,315,4,0,17524
Multiple carriers,6,DEL,COK,DEL-COK,1,5/21/2019 18:00,5/21/2019 1:30,450,1,0,7888
IndiGo,3,BOM,HYD,BOM-HYD,0,6/6/2019 19:05,6/6/2019 20:35,90,3,0,2754
Air India,1,BLR,DEL,BLR-DEL,3,3/3/2019 12:00,3/3/2019 23:55,715,6,1,10573
Multiple carriers,6,DEL,COK,DEL-COK,1,6/9/2019 11:40,6/9/2019 19:00,440,6,1,11789
Jet Airways,4,CCU,BLR,CCU-BLR,1,5/6/2019 20:25,5/6/2019 19:10,1365,0,0,13067
IndiGo,3,BLR,DEL,BLR-DEL,0,3/24/2019 0:40,3/24/2019 3:25,165,6,1,4238
Multiple carriers,6,DEL,COK,DEL-COK,1,5/21/2019 7:30,5/21/2019 19:00,690,1,0,9794
Air India,1,DEL,COK,DEL-COK,2,3/21/2019 7:05,3/21/2019 9:25,1580,3,0,7615
Jet Airways,4,DEL,COK,DEL-COK,2,3/21/2019 10:20,3/21/2019 4:25,2525,3,0,11664
Jet Airways,4,CCU,BLR,CCU-BLR,1,4/1/2019 6:30,4/1/2019 19:50,800,0,0,7064
IndiGo,3,CCU,BLR,CCU-BLR,1,4/15/2019 19:20,4/15/2019 23:45,265,0,0,3809
SpiceJet,8,CCU,BLR,CCU-BLR,0,6/18/2019 17:10,6/18/2019 19:40,150,1,0,3841
Multiple carriers,6,DEL,COK,DEL-COK,1,5/27/2019 11:40,5/27/2019 1:30,830,0,0,6795
IndiGo,3,CCU,BLR,CCU-BLR,1,4/24/2019 15:15,4/24/2019 20:05,290,2,0,4565
IndiGo,3,DEL,COK,DEL-COK,1,3/9/2019 18:35,3/9/2019 1:35,420,5,1,12351
IndiGo,3,DEL,COK,DEL-COK,0,3/18/2019 21:05,3/18/2019 0:20,195,0,0,5021
Air India,1,DEL,COK,DEL-COK,2,5/21/2019 13:05,5/21/2019 9:25,1220,1,0,10467
Air India,1,BLR,DEL,BLR-DEL,0,4/15/2019 17:00,4/15/2019 19:45,165,0,0,6121
SpiceJet,8,MAA,CCU,MAA-CCU,0,3/15/2019 17:45,3/15/2019 20:05,140,4,0,6300
Air Asia,0,BLR,DEL,BLR-DEL,0,3/1/2019 5:50,3/1/2019 8:40,170,4,0,10715
Air India,1,CCU,BLR,CCU-BLR,0,5/24/2019 14:15,5/24/2019 16:45,150,4,0,5510
Jet Airways,4,BLR,DEL,BLR-DEL,0,5/3/2019 18:55,5/3/2019 22:00,185,4,0,6144
Jet Airways,4,DEL,COK,DEL-COK,2,3/6/2019 19:10,3/6/2019 19:45,1475,2,0,19329
Air India,1,BOM,HYD,BOM-HYD,2,3/6/2019 12:45,3/6/2019 19:25,1840,2,0,13253
Jet Airways,4,CCU,BLR,CCU-BLR,1,5/12/2019 6:30,5/12/2019 19:50,800,6,1,13941
IndiGo,3,CCU,BLR,CCU-BLR,0,4/1/2019 20:20,4/1/2019 22:55,155,0,0,4488
SpiceJet,8,CCU,BLR,CCU-BLR,0,6/3/2019 6:55,6/3/2019 9:30,155,0,0,3841
Multiple carriers,6,DEL,COK,DEL-COK,1,5/15/2019 11:25,5/15/2019 19:15,470,2,0,7575
Air India,1,DEL,COK,DEL-COK,2,5/27/2019 16:40,5/27/2019 19:15,1595,0,0,9968
Jet Airways,4,DEL,COK,DEL-COK,2,5/9/2019 13:25,5/9/2019 19:00,1775,3,0,15129
IndiGo,3,CCU,BLR,CCU-BLR,1,5/6/2019 7:10,5/6/2019 12:40,330,0,0,4864
Air India,1,DEL,COK,DEL-COK,1,6/3/2019 17:20,6/3/2019 9:25,965,0,0,7480
Multiple carriers,6,DEL,COK,DEL-COK,1,3/6/2019 7:00,3/6/2019 18:50,710,2,0,15867
Jet Airways,4,CCU,BLR,CCU-BLR,1,5/21/2019 9:35,5/21/2019 22:05,750,1,0,13067
Air India,1,CCU,BLR,CCU-BLR,1,5/9/2019 16:50,5/9/2019 7:55,905,3,0,8366
Air India,1,DEL,COK,DEL-COK,2,3/3/2019 12:55,3/3/2019 19:15,1820,6,1,21571
Air Asia,0,BLR,DEL,BLR-DEL,0,5/12/2019 4:55,5/12/2019 7:45,170,6,1,4282
Air India,1,DEL,COK,DEL-COK,2,5/9/2019 16:55,5/9/2019 19:15,1580,3,0,13591
Vistara,10,CCU,BLR,CCU-BLR,1,4/1/2019 20:20,4/1/2019 23:25,1625,0,0,7927
Jet Airways,4,DEL,COK,DEL-COK,1,6/3/2019 15:00,6/3/2019 19:00,1680,0,0,14714
Jet Airways,4,BLR,DEL,BLR-DEL,1,3/12/2019 18:55,3/12/2019 16:10,1275,1,0,11087
Air India,1,DEL,COK,DEL-COK,1,3/1/2019 4:00,3/1/2019 7:40,1660,4,0,28322
Jet Airways,4,CCU,BLR,CCU-BLR,1,5/1/2019 17:00,5/1/2019 19:10,1570,2,0,9314
IndiGo,3,DEL,COK,DEL-COK,1,6/9/2019 15:10,6/9/2019 20:00,290,6,1,7060
IndiGo,3,MAA,CCU,MAA-CCU,0,3/1/2019 11:35,3/1/2019 14:00,145,4,0,7900
Jet Airways,4,BOM,HYD,BOM-HYD,0,6/24/2019 2:55,6/24/2019 4:20,85,0,0,5678
IndiGo,3,CCU,BLR,CCU-BLR,1,4/24/2019 19:35,4/24/2019 0:10,275,2,0,4860
SpiceJet,8,BOM,HYD,BOM-HYD,0,5/1/2019 5:45,5/1/2019 7:15,90,2,0,2017
IndiGo,3,CCU,BLR,CCU-BLR,1,6/12/2019 8:10,6/12/2019 13:00,290,2,0,5069
Vistara,10,CCU,BLR,CCU-BLR,1,6/9/2019 7:10,6/9/2019 10:45,1655,6,1,9397
IndiGo,3,DEL,COK,DEL-COK,1,4/6/2019 10:35,4/6/2019 15:35,300,5,1,5073
Air India,1,CCU,BLR,CCU-BLR,3,3/24/2019 5:55,3/24/2019 23:15,1040,6,1,15145
Multiple carriers,6,DEL,COK,DEL-COK,1,6/24/2019 9:15,6/24/2019 19:15,600,0,0,8099
Air India,1,BLR,DEL,BLR-DEL,1,3/6/2019 11:50,3/6/2019 19:50,480,2,0,14594
IndiGo,3,DEL,COK,DEL-COK,0,3/27/2019 14:30,3/27/2019 17:35,185,2,0,4729
IndiGo,3,CCU,BLR,CCU-BLR,0,5/21/2019 22:15,5/21/2019 0:50,155,1,0,4804
Jet Airways,4,DEL,COK,DEL-COK,2,5/27/2019 11:40,5/27/2019 19:00,440,0,0,19644
Air India,1,DEL,COK,DEL-COK,2,3/27/2019 19:45,3/27/2019 19:15,1410,2,0,8656
Jet Airways,4,DEL,COK,DEL-COK,2,6/9/2019 9:40,6/9/2019 12:35,1615,6,1,13014
IndiGo,3,DEL,COK,DEL-COK,1,3/27/2019 6:40,3/27/2019 16:10,570,2,0,6442
Jet Airways,4,DEL,COK,DEL-COK,1,5/9/2019 13:00,5/9/2019 12:35,1415,3,0,12373
Jet Airways,4,CCU,BLR,CCU-BLR,1,6/6/2019 9:35,6/6/2019 14:25,1730,3,0,10539
Jet Airways,4,CCU,BLR,CCU-BLR,1,5/21/2019 20:00,5/21/2019 9:20,800,1,0,10844
Vistara,10,CCU,BLR,CCU-BLR,1,6/6/2019 17:00,6/6/2019 9:05,965,3,0,8452
IndiGo,3,DEL,COK,DEL-COK,1,5/18/2019 8:35,5/18/2019 22:30,835,5,1,7144
SpiceJet,8,BLR,DEL,BLR-DEL,0,3/9/2019 20:30,3/9/2019 23:20,170,5,1,5126
Multiple carriers,6,DEL,COK,DEL-COK,1,6/12/2019 19:00,6/12/2019 1:30,390,2,0,6795
Jet Airways,4,CCU,BLR,CCU-BLR,1,5/12/2019 21:10,5/12/2019 10:05,775,6,1,8586
SpiceJet,8,CCU,BLR,CCU-BLR,0,5/18/2019 9:00,5/18/2019 11:25,145,5,1,4439
SpiceJet,8,BLR,DEL,BLR-DEL,0,3/15/2019 9:35,3/15/2019 12:30,175,4,0,6205
IndiGo,3,BLR,DEL,BLR-DEL,0,5/6/2019 0:30,5/6/2019 3:25,175,0,0,4284
Jet Airways,4,CCU,BLR,CCU-BLR,1,6/6/2019 16:30,6/6/2019 23:35,425,3,0,14571
Air Asia,0,CCU,BLR,CCU-BLR,0,4/6/2019 19:55,4/6/2019 22:25,150,5,1,3807
SpiceJet,8,CCU,BLR,CCU-BLR,0,3/6/2019 6:55,3/6/2019 9:35,160,2,0,3850
SpiceJet,8,CCU,BLR,CCU-BLR,1,5/18/2019 11:35,5/18/2019 18:50,435,5,1,8479
Multiple carriers,6,DEL,COK,DEL-COK,1,5/18/2019 9:00,5/18/2019 21:00,720,5,1,8073
IndiGo,3,BLR,DEL,BLR-DEL,0,6/1/2019 13:00,6/1/2019 15:50,170,5,1,3943
IndiGo,3,MAA,CCU,MAA-CCU,0,5/9/2019 11:35,5/9/2019 14:00,145,3,0,4332
SpiceJet,8,CCU,BLR,CCU-BLR,0,4/27/2019 17:10,4/27/2019 19:40,150,5,1,4174
Air India,1,BLR,DEL,BLR-DEL,1,3/1/2019 11:50,3/1/2019 8:55,1265,4,0,14594
Jet Airways,4,DEL,COK,DEL-COK,2,6/3/2019 5:30,6/3/2019 19:00,810,0,0,11507
Multiple carriers,6,DEL,COK,DEL-COK,1,6/15/2019 7:10,6/15/2019 22:30,920,5,1,6093
IndiGo,3,BLR,DEL,BLR-DEL,0,3/24/2019 18:25,3/24/2019 21:20,175,6,1,8033
IndiGo,3,BLR,DEL,BLR-DEL,0,6/27/2019 16:55,6/27/2019 19:55,180,3,0,4823
Jet Airways,4,DEL,COK,DEL-COK,2,6/3/2019 21:25,6/3/2019 12:35,910,0,0,13292
Multiple carriers,6,DEL,COK,DEL-COK,1,6/15/2019 11:40,6/15/2019 19:15,455,5,1,9526
SpiceJet,8,CCU,BLR,CCU-BLR,0,3/21/2019 22:20,3/21/2019 0:40,140,3,0,3815
IndiGo,3,MAA,CCU,MAA-CCU,0,6/27/2019 13:15,6/27/2019 15:35,140,3,0,3597
Jet Airways,4,DEL,COK,DEL-COK,2,6/15/2019 14:35,6/15/2019 4:25,830,5,1,13376
SpiceJet,8,BOM,HYD,BOM-HYD,0,5/9/2019 5:45,5/9/2019 7:15,90,3,0,2017
Air India,1,CCU,BLR,CCU-BLR,2,3/24/2019 9:25,3/24/2019 1:20,955,6,1,11853
Jet Airways,4,DEL,COK,DEL-COK,1,6/12/2019 13:00,6/12/2019 19:00,360,2,0,10262
SpiceJet,8,MAA,CCU,MAA-CCU,0,3/24/2019 9:30,3/24/2019 12:05,155,6,1,3859
Air India,1,CCU,BLR,CCU-BLR,2,6/9/2019 7:00,6/9/2019 5:25,1345,6,1,12744
Multiple carriers,6,DEL,COK,DEL-COK,2,6/1/2019 17:50,6/1/2019 1:30,460,5,1,18485
Air India,1,CCU,BLR,CCU-BLR,2,5/6/2019 9:50,5/6/2019 8:55,1385,0,0,13227
IndiGo,3,MAA,CCU,MAA-CCU,0,6/21/2019 19:35,6/21/2019 21:55,140,4,0,3597
IndiGo,3,CCU,BLR,CCU-BLR,0,5/12/2019 15:15,5/12/2019 17:45,150,6,1,4804
IndiGo,3,BLR,DEL,BLR-DEL,0,6/15/2019 6:05,6/15/2019 8:50,165,5,1,4423
Jet Airways,4,DEL,COK,DEL-COK,1,6/9/2019 15:00,6/9/2019 12:35,1295,6,1,10262
SpiceJet,8,MAA,CCU,MAA-CCU,0,5/6/2019 9:45,5/6/2019 12:00,135,0,0,3543
IndiGo,3,CCU,BLR,CCU-BLR,0,4/12/2019 21:25,4/12/2019 0:05,160,4,0,4174
SpiceJet,8,DEL,COK,DEL-COK,1,3/9/2019 16:35,3/9/2019 22:50,375,5,1,7084
Air India,1,CCU,BLR,CCU-BLR,2,5/15/2019 9:50,5/15/2019 8:55,1385,2,0,14960
