Airline,AirlineID,Source,Destination,Route,Total_Stops,DepartureDatetime,ArrivalDatetime,DurationMinutes,DayOfWeek,IsWeekend,Price
IndiGo,3,DEL,COK,DEL-COK,1,2019-03-21 15:00:00,2019-03-21 01:35:00,635,3,0,7006
IndiGo,3,BLR,DEL,BLR-DEL,1,2019-03-09 16:55:00,2019-03-09 21:50:00,295,5,1,4259
Air India,1,DEL,COK,DEL-COK,2,2019-03-09 21:30:00,2019-03-09 19:15:00,1305,5,1,11762
Jet Airways,4,BLR,DEL,BLR-DEL,1,2019-03-24 08:55:00,2019-03-24 09:00:00,1445,6,1,8147
SpiceJet,8,CCU,BLR,CCU-BLR,0,2019-05-27 06:55:00,2019-05-27 09:30:00,155,0,0,3841
IndiGo,3,CCU,BLR,CCU-BLR,0,2019-04-03 17:15:00,2019-04-03 19:50:00,155,2,0,4174
Jet Airways,4,DEL,COK,DEL-COK,1,2019-05-27 17:30:00,2019-05-27 04:25:00,655,0,0,12898
SpiceJet,8,DEL,COK,DEL-COK,1,2019-06-06 15:45:00,2019-06-06 22:05:00,380,3,0,5583
Jet Airways,4,DEL,COK,DEL-COK,1,2019-06-06 11:30:00,2019-06-06 19:00:00,450,3,0,10262
Jet Airways,4,BLR,DEL,BLR-DEL,0,2019-05-06 06:00:00,2019-05-06 08:45:00,165,0,0,7229
Jet Airways,4,DEL,COK,DEL-COK,2,2019-05-21 05:30:00,2019-05-21 04:25:00,1375,1,0,15129
Vistara,10,BLR,DEL,BLR-DEL,0,2019-06-09 21:00:00,2019-06-09 23:50:00,170,6,1,4668
IndiGo,3,BLR,DEL,BLR-DEL,0,2019-04-18 18:25:00,2019-04-18 21:20:00,175,3,0,4990
IndiGo,3,CCU,BLR,CCU-BLR,0,2019-03-24 22:10:00,2019-03-24 00:55:00,165,6,1,6985
IndiGo,3,BLR,DEL,BLR-DEL,0,2019-04-03 16:55:00,2019-04-03 19:55:00,180,2,0,4823
Vistara,10,CCU,BLR,CCU-BLR,1,2019-05-18 07:10:00,2019-05-18 18:50:00,700,5,1,9345
Jet Airways,4,CCU,BLR,CCU-BLR,1,2019-05-15 14:05:00,2019-05-15 16:20:00,1575,2,0,10844
Jet Airways,4,DEL,COK,DEL-COK,2,2019-05-09 09:35:00,2019-05-09 12:35:00,1620,3,0,14657
IndiGo,3,DEL,COK,DEL-COK,1,2019-06-03 05:05:00,2019-06-03 16:10:00,665,0,0,6818
Air India,1,DEL,COK,DEL-COK,2,2019-05-15 05:55:00,2019-05-15 07:40:00,1545,2,0,11543
SpiceJet,8,BOM,HYD,BOM-HYD,0,2019-03-24 22:45:00,2019-03-24 00:10:00,85,6,1,2175
Jet Airways,4,CCU,BLR,CCU-BLR,1,2019-06-06 18:55:00,2019-06-06 16:20:00,1285,3,0,10844
Jet Airways,4,BOM,HYD,BOM-HYD,0,2019-04-01 07:05:00,2019-04-01 08:30:00,85,0,0,8040
Jet Airways,4,CCU,BLR,CCU-BLR,1,2019-06-06 08:25:00,2019-06-06 20:45:00,740,3,0,14571
Jet Airways,4,CCU,BLR,CCU-BLR,1,2019-06-09 06:30:00,2019-06-09 12:00:00,330,6,1,14571
Jet Airways,4,DEL,COK,DEL-COK,1,2019-05-21 16:00:00,2019-05-21 12:35:00,1235,1,0,12898
Multiple carriers,6,DEL,COK,DEL-COK,1,2019-06-12 10:00:00,2019-06-12 19:15:00,555,2,0,14848
Multiple carriers,6,DEL,COK,DEL-COK,1,2019-05-18 19:00:00,2019-05-18 01:30:00,390,5,1,8283
Jet Airways,4,BLR,DEL,BLR-DEL,0,2019-04-21 15:15:00,2019-04-21 18:10:00,175,6,1,7229
Multiple carriers,6,DEL,COK,DEL-COK,1,2019-05-18 11:40:00,2019-05-18 01:30:00,830,5,1,8405
Jet Airways,4,DEL,COK,DEL-COK,2,2019-03-03 05:40:00,2019-03-03 04:25:00,1365,6,1,19266
Air India,1,DEL,COK,DEL-COK,1,2019-03-06 17:40:00,2019-03-06 08:15:00,875,2,0,11038
Jet Airways,4,BLR,DEL,BLR-DEL,0,2019-06-12 18:55:00,2019-06-12 22:00:00,185,2,0,8016
SpiceJet,8,MAA,CCU,MAA-CCU,0,2019-03-21 17:45:00,2019-03-21 20:05:00,140,3,0,3384
IndiGo,3,DEL,COK,DEL-COK,1,2019-04-09 18:35:00,2019-04-09 01:30:00,415,1,0,6573
Jet Airways,4,DEL,COK,DEL-COK,2,2019-06-24 23:05:00,2019-06-24 19:00:00,1195,0,0,12819
Jet Airways,4,DEL,COK,DEL-COK,2,2019-05-21 09:40:00,2019-05-21 04:25:00,1125,1,0,15129
IndiGo,3,BLR,DEL,BLR-DEL,0,2019-06-27 23:30:00,2019-06-27 02:20:00,170,3,0,3943
Jet Airways,4,BLR,DEL,BLR-DEL,1,2019-03-24 22:50:00,2019-03-24 12:15:00,805,6,1,7832
IndiGo,3,BLR,DEL,BLR-DEL,0,2019-03-24 07:10:00,2019-03-24 10:05:00,175,6,1,6860
IndiGo,3,BLR,DEL,BLR-DEL,0,2019-05-12 18:25:00,2019-05-12 21:20:00,175,6,1,4823
Air India,1,BLR,DEL,BLR-DEL,0,2019-05-06 17:00:00,2019-05-06 19:45:00,165,0,0,5228
Jet Airways,4,CCU,BLR,CCU-BLR,1,2019-04-01 14:05:00,2019-04-01 19:50:00,345,0,0,13364
Jet Airways,4,BLR,DEL,BLR-DEL,1,2019-03-18 16:55:00,2019-03-18 07:40:00,885,0,0,13555
IndiGo,3,MAA,CCU,MAA-CCU,0,2019-03-06 22:05:00,2019-03-06 00:25:00,140,2,0,5277
Air India,1,CCU,BLR,CCU-BLR,2,2019-05-12 07:00:00,2019-05-12 01:20:00,1100,6,1,13243
Multiple carriers,6,DEL,COK,DEL-COK,1,2019-05-09 06:00:00,2019-05-09 19:00:00,780,3,0,9794
Jet Airways,4,BLR,DEL,BLR-DEL,0,2019-06-06 06:00:00,2019-06-06 08:45:00,165,3,0,8016
Multiple carriers,6,DEL,COK,DEL-COK,1,2019-06-01 17:30:00,2019-06-01 01:30:00,480,5,1,13377
Jet Airways,4,CCU,BLR,CCU-BLR,1,2019-06-09 17:00:00,2019-06-09 22:05:00,1745,6,1,12692
Air India,1,CCU,BLR,CCU-BLR,2,2019-06-06 08:20:00,2019-06-06 18:30:00,610,3,0,10697
SpiceJet,8,MAA,CCU,MAA-CCU,0,2019-03-27 09:30:00,2019-03-27 12:05:00,155,2,0,3384
IndiGo,3,DEL,COK,DEL-COK,1,2019-05-09 06:50:00,2019-05-09 22:30:00,940,3,0,6734
Jet Airways,4,CCU,BLR,CCU-BLR,1,2019-06-06 20:00:00,2019-06-06 09:20:00,800,3,0,10844
Air India,1,BLR,DEL,BLR-DEL,0,2019-05-24 21:05:00,2019-05-24 23:55:00,170,4,0,5228
Air India,1,CCU,BLR,CCU-BLR,1,2019-05-24 09:25:00,2019-05-24 11:10:00,1545,4,0,8891
IndiGo,3,MAA,CCU,MAA-CCU,0,2019-03-27 07:55:00,2019-03-27 10:15:00,140,2,0,3384
Multiple carriers,6,DEL,COK,DEL-COK,1,2019-03-03 08:00:00,2019-03-03 21:00:00,780,6,1,17057
IndiGo,3,CCU,BLR,CCU-BLR,1,2019-04-03 19:20:00,2019-04-03 23:45:00,265,2,0,3480
SpiceJet,8,BLR,DEL,BLR-DEL,0,2019-05-03 09:30:00,2019-05-03 12:20:00,170,4,0,4423
Jet Airways,4,CCU,BLR,CCU-BLR,1,2019-06-09 06:30:00,2019-06-09 04:40:00,1330,6,1,14178
SpiceJet,8,DEL,COK,DEL-COK,1,2019-06-24 08:45:00,2019-06-24 13:15:00,270,0,0,4760
Jet Airways,4,CCU,BLR,CCU-BLR,1,2019-04-01 20:25:00,2019-04-01 09:45:00,800,0,0,14151
Jet Airways,4,CCU,BLR,CCU-BLR,1,2019-04-01 20:00:00,2019-04-01 16:20:00,1220,0,0,12681
Jet Airways,4,DEL,COK,DEL-COK,0,2019-04-03 11:00:00,2019-04-03 14:15:00,195,2,0,4886
Air Asia,0,CCU,BLR,CCU-BLR,0,2019-06-21 10:20:00,2019-06-21 12:55:00,155,4,0,3807
IndiGo,3,CCU,BLR,CCU-BLR,0,2019-05-18 04:40:00,2019-05-18 07:15:00,155,5,1,4804
IndiGo,3,BLR,DEL,BLR-DEL,1,2019-03-09 07:30:00,2019-03-09 12:20:00,290,5,1,5694
Multiple carriers,6,DEL,COK,DEL-COK,1,2019-05-24 09:00:00,2019-05-24 19:00:00,600,4,0,10197
IndiGo,3,BLR,DEL,BLR-DEL,0,2019-06-15 23:30:00,2019-06-15 02:20:00,170,5,1,4077
Jet Airways,4,CCU,BLR,CCU-BLR,1,2019-05-01 06:30:00,2019-05-01 18:15:00,705,2,0,14781
IndiGo,3,CCU,BLR,CCU-BLR,0,2019-05-09 11:30:00,2019-05-09 14:05:00,155,3,0,5224
IndiGo,3,CCU,BLR,CCU-BLR,0,2019-04-24 21:25:00,2019-04-24 00:05:00,160,2,0,4804
Jet Airways,4,CCU,BLR,CCU-BLR,1,2019-05-21 06:30:00,2019-05-21 04:40:00,1330,1,0,8586
Air India,1,CCU,BLR,CCU-BLR,1,2019-05-21 12:00:00,2019-05-21 13:15:00,1515,1,0,7662
Jet Airways,4,DEL,COK,DEL-COK,1,2019-03-03 09:55:00,2019-03-03 18:50:00,535,6,1,18550
Vistara,10,CCU,BLR,CCU-BLR,1,2019-06-12 17:00:00,2019-06-12 23:25:00,385,2,0,8610
Jet Airways,4,BLR,DEL,BLR-DEL,0,2019-05-01 07:10:00,2019-05-01 10:10:00,180,2,0,7229
Air India,1,CCU,BLR,CCU-BLR,2,2019-06-06 10:00:00,2019-06-06 05:25:00,1165,3,0,12009
Jet Airways,4,CCU,BLR,CCU-BLR,1,2019-05-18 17:00:00,2019-05-18 21:05:00,1685,5,1,14151
Air India,1,DEL,COK,DEL-COK,0,2019-04-09 05:10:00,2019-04-09 08:00:00,170,1,0,4729
Air India,1,DEL,COK,DEL-COK,0,2019-03-03 05:10:00,2019-03-03 08:00:00,170,6,1,7931
Jet Airways,4,DEL,COK,DEL-COK,1,2019-05-21 11:30:00,2019-05-21 12:35:00,1505,1,0,12898
Jet Airways,4,DEL,COK,DEL-COK,1,2019-03-09 06:50:00,2019-03-09 04:25:00,1295,5,1,16289
Jet Airways,4,DEL,COK,DEL-COK,2,2019-06-03 21:25:00,2019-06-03 19:00:00,1295,0,0,13292
Multiple carriers,6,DEL,COK,DEL-COK,1,2019-05-27 08:00:00,2019-05-27 21:00:00,780,0,0,7618
Multiple carriers,6,DEL,COK,DEL-COK,1,2019-06-15 18:15:00,2019-06-15 01:30:00,435,5,1,13377
Air Asia,0,CCU,BLR,CCU-BLR,1,2019-06-12 07:35:00,2019-06-12 23:30:00,955,2,0,5192
Multiple carriers,6,DEL,COK,DEL-COK,1,2019-06-24 11:40:00,2019-06-24 19:15:00,455,0,0,7268
Jet Airways,4,CCU,BLR,CCU-BLR,1,2019-05-24 20:25:00,2019-05-24 09:45:00,800,4,0,12384
IndiGo,3,BLR,DEL,BLR-DEL,0,2019-03-15 04:00:00,2019-03-15 06:50:00,170,4,0,5694
Jet Airways,4,BLR,DEL,BLR-DEL,2,2019-03-18 08:55:00,2019-03-18 15:55:00,420,0,0,16338
Multiple carriers,6,DEL,COK,DEL-COK,1,2019-06-06 13:00:00,2019-06-06 01:30:00,750,3,0,7198
Jet Airways,4,DEL,COK,DEL-COK,1,2019-03-21 08:00:00,2019-03-21 18:50:00,650,3,0,6540
Jet Airways,4,BOM,HYD,BOM-HYD,0,2019-06-03 19:35:00,2019-06-03 21:05:00,90,0,0,3210
SpiceJet,8,CCU,BLR,CCU-BLR,0,2019-06-18 06:55:00,2019-06-18 09:30:00,155,1,0,3873
Air Asia,0,BLR,DEL,BLR-DEL,0,2019-04-21 11:10:00,2019-04-21 13:55:00,165,6,1,4483
Air Asia,0,DEL,COK,DEL-COK,1,2019-05-15 16:45:00,2019-05-15 22:25:00,340,2,0,6752
IndiGo,3,BLR,DEL,BLR-DEL,0,2019-04-12 07:10:00,2019-04-12 10:05:00,175,4,0,4823
Air India,1,CCU,BLR,CCU-BLR,1,2019-05-06 20:30:00,2019-05-06 08:55:00,745,0,0,10203
SpiceJet,8,CCU,BLR,CCU-BLR,0,2019-05-18 22:20:00,2019-05-18 00:40:00,140,5,1,3873
SpiceJet,8,BOM,HYD,BOM-HYD,0,2019-03-27 13:10:00,2019-03-27 14:30:00,80,2,0,2017
Jet Airways,4,CCU,BLR,CCU-BLR,1,2019-06-06 08:25:00,2019-06-06 04:40:00,1215,3,0,8586
Jet Airways,4,BLR,DEL,BLR-DEL,1,2019-03-01 22:50:00,2019-03-01 10:25:00,695,4,0,31825
Air India,1,CCU,BLR,CCU-BLR,2,2019-05-15 10:00:00,2019-05-15 13:45:00,1665,2,0,16057
Jet Airways,4,DEL,COK,DEL-COK,1,2019-06-06 02:15:00,2019-06-06 04:25:00,1570,3,0,10262
IndiGo,3,DEL,COK,DEL-COK,1,2019-06-01 20:25:00,2019-06-01 01:30:00,305,5,1,6593
SpiceJet,8,BLR,DEL,BLR-DEL,0,2019-06-24 21:10:00,2019-06-24 00:05:00,175,0,0,3971
Jet Airways,4,DEL,COK,DEL-COK,1,2019-03-09 19:15:00,2019-03-09 18:50:00,1415,5,1,16289
Jet Airways,4,CCU,BLR,CCU-BLR,1,2019-05-01 09:35:00,2019-05-01 09:45:00,1450,2,0,9314
Jet Airways,4,BLR,DEL,BLR-DEL,0,2019-05-21 17:45:00,2019-05-21 20:45:00,180,1,0,4030
Multiple carriers,6,DEL,COK,DEL-COK,1,2019-06-12 14:00:00,2019-06-12 21:00:00,420,2,0,13587
Jet Airways,4,CCU,BLR,CCU-BLR,1,2019-05-01 20:25:00,2019-05-01 18:00:00,1295,2,0,9314
Air Asia,0,DEL,COK,DEL-COK,1,2019-06-15 20:45:00,2019-06-15 07:10:00,625,5,1,6253
Air Asia,0,CCU,BLR,CCU-BLR,1,2019-04-15 07:35:00,2019-04-15 23:30:00,955,0,0,5192
Air India,1,CCU,BLR,CCU-BLR,2,2019-05-01 09:25:00,2019-05-01 13:45:00,1700,2,0,16372
Vistara,10,BLR,DEL,BLR-DEL,0,2019-04-24 11:30:00,2019-04-24 14:20:00,170,2,0,5403
Multiple carriers,6,DEL,COK,DEL-COK,1,2019-03-27 11:30:00,2019-03-27 18:50:00,440,2,0,11200
IndiGo,3,MAA,CCU,MAA-CCU,0,2019-06-12 11:35:00,2019-06-12 14:00:00,145,2,0,3858
IndiGo,3,CCU,BLR,CCU-BLR,0,2019-04-06 15:30:00,2019-04-06 18:05:00,155,5,1,4174
Air India,1,DEL,COK,DEL-COK,0,2019-04-27 18:05:00,2019-04-27 21:10:00,185,5,1,5411
IndiGo,3,BOM,HYD,BOM-HYD,0,2019-05-15 16:55:00,2019-05-15 18:25:00,90,2,0,3175
IndiGo,3,MAA,CCU,MAA-CCU,0,2019-05-24 14:45:00,2019-05-24 17:05:00,140,4,0,3858
Jet Airways,4,CCU,BLR,CCU-BLR,1,2019-05-01 20:00:00,2019-05-01 04:40:00,520,2,0,13941
Air India,1,DEL,COK,DEL-COK,2,2019-06-15 13:15:00,2019-06-15 19:15:00,1800,5,1,12182
IndiGo,3,BLR,DEL,BLR-DEL,0,2019-06-21 16:55:00,2019-06-21 19:55:00,180,4,0,4990
Jet Airways,4,CCU,BLR,CCU-BLR,1,2019-06-09 20:25:00,2019-06-09 22:05:00,1540,6,1,10539
IndiGo,3,BLR,DEL,BLR-DEL,0,2019-03-09 10:05:00,2019-03-09 13:00:00,175,5,1,6860
Vistara,10,DEL,COK,DEL-COK,0,2019-03-06 14:55:00,2019-03-06 17:50:00,175,2,0,8001
Jet Airways,4,DEL,COK,DEL-COK,1,2019-06-27 22:50:00,2019-06-27 19:00:00,1210,3,0,10262
Vistara,10,CCU,BLR,CCU-BLR,1,2019-05-06 17:00:00,2019-05-06 23:25:00,385,0,0,8085
IndiGo,3,BLR,DEL,BLR-DEL,0,2019-06-27 00:25:00,2019-06-27 03:15:00,170,3,0,3419
Air India,1,CCU,BLR,CCU-BLR,2,2019-05-01 10:00:00,2019-05-01 13:45:00,1665,2,0,15164
IndiGo,3,CCU,BLR,CCU-BLR,0,2019-03-24 17:15:00,2019-03-24 20:00:00,165,6,1,6565
Jet Airways,4,DEL,COK,DEL-COK,2,2019-03-27 05:25:00,2019-03-27 18:50:00,805,2,0,9254
Air Asia,0,CCU,BLR,CCU-BLR,1,2019-06-06 06:50:00,2019-06-06 10:30:00,220,3,0,6857
Air India,1,CCU,BLR,CCU-BLR,2,2019-05-12 07:00:00,2019-05-12 01:20:00,1100,6,1,12140
SpiceJet,8,CCU,BLR,CCU-BLR,0,2019-06-06 09:00:00,2019-06-06 11:25:00,145,3,0,3841
Jet Airways,4,CCU,BLR,CCU-BLR,1,2019-05-06 08:25:00,2019-05-06 19:50:00,685,0,0,14781
Air India,1,DEL,COK,DEL-COK,1,2019-05-18 10:00:00,2019-05-18 07:40:00,1300,5,1,8372
Air India,1,CCU,BLR,CCU-BLR,3,2019-04-01 16:45:00,2019-04-01 23:15:00,1830,0,0,8607
Multiple carriers,6,DEL,COK,DEL-COK,1,2019-06-24 10:00:00,2019-06-24 21:00:00,660,0,0,13587
Jet Airways,4,DEL,COK,DEL-COK,1,2019-05-18 20:55:00,2019-05-18 04:25:00,450,5,1,15554
Jet Airways,4,CCU,BLR,CCU-BLR,1,2019-05-21 21:10:00,2019-05-21 19:50:00,1360,1,0,10844
IndiGo,3,BOM,HYD,BOM-HYD,0,2019-05-24 12:00:00,2019-05-24 13:30:00,90,4,0,4392
Air India,1,BLR,DEL,BLR-DEL,0,2019-05-27 17:00:00,2019-05-27 19:45:00,165,0,0,6961
Air India,1,DEL,COK,DEL-COK,1,2019-05-18 09:45:00,2019-05-18 23:00:00,795,5,1,8907
IndiGo,3,DEL,COK,DEL-COK,1,2019-06-15 08:35:00,2019-06-15 22:30:00,835,5,1,6442
Jet Airways,4,CCU,BLR,CCU-BLR,1,2019-05-15 14:05:00,2019-05-15 23:35:00,570,2,0,8586
Air India,1,DEL,COK,DEL-COK,2,2019-05-15 12:55:00,2019-05-15 19:15:00,1820,2,0,13486
Air India,1,BOM,HYD,BOM-HYD,0,2019-06-06 19:30:00,2019-06-06 20:45:00,75,3,0,3100
Jet Airways,4,DEL,COK,DEL-COK,2,2019-03-06 17:55:00,2019-03-06 04:25:00,2070,2,0,15812
Air India,1,DEL,COK,DEL-COK,0,2019-04-24 18:05:00,2019-04-24 21:10:00,185,2,0,5201
IndiGo,3,DEL,COK,DEL-COK,2,2019-03-03 07:35:00,2019-03-03 21:20:00,825,6,1,9413
Air India,1,DEL,COK,DEL-COK,2,2019-06-06 20:15:00,2019-06-06 19:15:00,1380,3,0,13591
Jet Airways,4,BOM,HYD,BOM-HYD,0,2019-06-01 02:55:00,2019-06-01 04:20:00,85,5,1,5678
Air India,1,BLR,DEL,BLR-DEL,1,2019-03-03 08:15:00,2019-03-03 23:10:00,895,6,1,6781
Jet Airways,4,BLR,DEL,BLR-DEL,1,2019-03-21 18:40:00,2019-03-21 11:25:00,1005,3,0,7832
Jet Airways,4,DEL,COK,DEL-COK,1,2019-03-09 16:00:00,2019-03-09 18:50:00,1610,5,1,14053
Jet Airways,4,CCU,BLR,CCU-BLR,1,2019-05-09 20:25:00,2019-05-09 09:45:00,800,3,0,10703
Multiple carriers,6,DEL,COK,DEL-COK,1,2019-05-15 17:30:00,2019-05-15 01:30:00,480,2,0,13727
Multiple carriers,6,DEL,COK,DEL-COK,1,2019-06-24 13:00:00,2019-06-24 21:00:00,480,0,0,7408
Jet Airways,4,BLR,DEL,BLR-DEL,1,2019-03-01 14:05:00,2019-03-01 11:25:00,1280,4,0,20800
Air India,1,DEL,COK,DEL-COK,2,2019-06-03 13:20:00,2019-06-03 07:40:00,1100,0,0,11911
Vistara,10,BLR,DEL,BLR-DEL,0,2019-04-03 07:00:00,2019-04-03 09:40:00,160,2,0,5403
Jet Airways,4,CCU,BLR,CCU-BLR,1,2019-06-06 09:35:00,2019-06-06 19:10:00,575,3,0,13469
Jet Airways,4,DEL,COK,DEL-COK,2,2019-06-06 21:25:00,2019-06-06 12:35:00,910,3,0,11270
Air Asia,0,DEL,COK,DEL-COK,1,2019-06-24 20:45:00,2019-06-24 06:35:00,590,0,0,6152
Jet Airways,4,DEL,COK,DEL-COK,1,2019-03-27 08:00:00,2019-03-27 04:25:00,1225,2,0,12452
Jet Airways,4,CCU,BLR,CCU-BLR,1,2019-05-15 16:30:00,2019-05-15 16:20:00,1430,2,0,10844
IndiGo,3,DEL,COK,DEL-COK,1,2019-05-18 11:55:00,2019-05-18 22:30:00,635,5,1,8216
Jet Airways,4,CCU,BLR,CCU-BLR,1,2019-06-12 06:30:00,2019-06-12 19:50:00,800,2,0,13626
Multiple carriers,6,DEL,COK,DEL-COK,2,2019-03-06 07:05:00,2019-03-06 21:20:00,855,2,0,7084
Multiple carriers,6,DEL,COK,DEL-COK,1,2019-05-09 04:55:00,2019-05-09 19:15:00,860,3,0,7575
Air India,1,BLR,DEL,BLR-DEL,1,2019-03-03 08:15:00,2019-03-03 08:50:00,1475,6,1,6781
Jet Airways,4,BLR,DEL,BLR-DEL,0,2019-06-06 07:10:00,2019-06-06 10:10:00,180,3,0,6478
SpiceJet,8,BOM,HYD,BOM-HYD,0,2019-03-15 05:45:00,2019-03-15 07:05:00,80,4,0,2385
Multiple carriers,6,DEL,COK,DEL-COK,1,2019-05-18 13:00:00,2019-05-18 21:00:00,480,5,1,9385
GoAir,2,BLR,DEL,BLR-DEL,0,2019-04-18 07:45:00,2019-04-18 10:40:00,175,3,0,5048
IndiGo,3,DEL,COK,DEL-COK,1,2019-06-12 20:25:00,2019-06-12 01:30:00,305,2,0,5058
Multiple carriers Premium economy,7,DEL,COK,DEL-COK,1,2019-03-21 06:00:00,2019-03-21 13:20:00,440,3,0,11269
Multiple carriers,6,DEL,COK,DEL-COK,1,2019-04-09 19:00:00,2019-04-09 01:30:00,390,1,0,7363
Air India,1,DEL,COK,DEL-COK,2,2019-03-09 21:30:00,2019-03-09 19:15:00,1305,5,1,11762
Jet Airways,4,DEL,COK,DEL-COK,1,2019-03-06 15:05:00,2019-03-06 04:25:00,800,2,0,15764
Jet Airways,4,DEL,COK,DEL-COK,1,2019-06-12 10:00:00,2019-06-12 04:25:00,1105,2,0,10262
Jet Airways,4,DEL,COK,DEL-COK,2,2019-06-03 14:35:00,2019-06-03 12:35:00,1320,0,0,10919
Jet Airways,4,DEL,COK,DEL-COK,1,2019-06-15 17:30:00,2019-06-15 19:00:00,1530,5,1,10262
Air India,1,CCU,BLR,CCU-BLR,2,2019-05-06 05:50:00,2019-05-06 23:15:00,1045,0,0,11883
SpiceJet,8,CCU,BLR,CCU-BLR,0,2019-03-21 22:20:00,2019-03-21 00:40:00,140,3,0,3847
Jet Airways,4,BOM,HYD,BOM-HYD,0,2019-06-12 19:35:00,2019-06-12 21:05:00,90,2,0,5678
Vistara,10,CCU,BLR,CCU-BLR,1,2019-05-12 07:10:00,2019-05-12 22:40:00,930,6,1,8662
Jet Airways,4,DEL,COK,DEL-COK,1,2019-05-27 14:00:00,2019-05-27 04:25:00,865,0,0,12898
SpiceJet,8,BLR,DEL,BLR-DEL,0,2019-05-12 21:10:00,2019-05-12 00:05:00,175,6,1,4423
Air India,1,DEL,COK,DEL-COK,1,2019-06-12 17:40:00,2019-06-12 08:15:00,875,2,0,8991
SpiceJet,8,DEL,COK,DEL-COK,1,2019-05-15 17:55:00,2019-05-15 22:50:00,295,2,0,5409
IndiGo,3,DEL,COK,DEL-COK,1,2019-04-27 08:35:00,2019-04-27 16:10:00,455,5,1,6442
Air India,1,CCU,BLR,CCU-BLR,2,2019-05-24 12:00:00,2019-05-24 21:50:00,590,4,0,9941
IndiGo,3,DEL,COK,DEL-COK,2,2019-03-21 06:40:00,2019-03-21 21:20:00,880,3,0,6494
Multiple carriers,6,DEL,COK,DEL-COK,1,2019-06-24 17:00:00,2019-06-24 01:30:00,510,0,0,7198
SpiceJet,8,BLR,DEL,BLR-DEL,0,2019-03-09 05:45:00,2019-03-09 08:35:00,170,5,1,7110
Jet Airways,4,BLR,DEL,BLR-DEL,1,2019-03-12 18:55:00,2019-03-12 09:30:00,875,1,0,11087
IndiGo,3,CCU,BLR,CCU-BLR,0,2019-05-09 20:20:00,2019-05-09 22:55:00,155,3,0,4804
IndiGo,3,BLR,DEL,BLR-DEL,0,2019-06-15 07:10:00,2019-06-15 10:05:00,175,5,1,4823
Jet Airways,4,CCU,BLR,CCU-BLR,1,2019-05-12 09:35:00,2019-05-12 19:10:00,575,6,1,14151
Multiple carriers,6,DEL,COK,DEL-COK,1,2019-06-27 06:00:00,2019-06-27 19:00:00,780,3,0,10791
Vistara,10,CCU,BLR,CCU-BLR,1,2019-04-01 07:10:00,2019-04-01 09:05:00,1555,0,0,7980
Air India,1,DEL,COK,DEL-COK,1,2019-04-27 05:15:00,2019-04-27 06:50:00,1535,5,1,6587
Vistara,10,MAA,CCU,MAA-CCU,0,2019-05-06 07:05:00,2019-05-06 09:20:00,135,0,0,3687
Air India,1,DEL,COK,DEL-COK,2,2019-05-15 18:45:00,2019-05-15 19:15:00,1470,2,0,13307
Air India,1,BOM,HYD,BOM-HYD,0,2019-03-24 15:00:00,2019-03-24 16:25:00,85,6,1,2050
Multiple carriers,6,DEL,COK,DEL-COK,1,2019-05-09 09:00:00,2019-05-09 19:00:00,600,3,0,10197
Vistara,10,BLR,DEL,BLR-DEL,0,2019-06-24 21:00:00,2019-06-24 23:50:00,170,0,0,4668
IndiGo,3,BLR,DEL,BLR-DEL,0,2019-05-24 13:00:00,2019-05-24 15:50:00,170,4,0,4990
IndiGo,3,BOM,HYD,BOM-HYD,0,2019-05-24 06:25:00,2019-05-24 07:55:00,90,4,0,4049
Multiple carriers,6,DEL,COK,DEL-COK,1,2019-06-15 09:00:00,2019-06-15 21:00:00,720,5,1,7933
IndiGo,3,BOM,HYD,BOM-HYD,0,2019-05-06 09:10:00,2019-05-06 10:40:00,90,0,0,4049
Jet Airways,4,DEL,COK,DEL-COK,1,2019-03-27 07:05:00,2019-03-27 04:25:00,1280,2,0,6645
Jet Airways,4,BOM,HYD,BOM-HYD,0,2019-06-18 08:45:00,2019-06-18 10:15:00,90,1,0,8040
Multiple carriers,6,DEL,COK,DEL-COK,1,2019-03-21 13:00:00,2019-03-21 01:35:00,755,3,0,8098
Jet Airways,4,DEL,COK,DEL-COK,1,2019-06-03 02:15:00,2019-06-03 19:00:00,1005,0,0,10262
Jet Airways,4,BLR,DEL,BLR-DEL,1,2019-03-18 18:40:00,2019-03-18 07:40:00,780,0,0,12284
Jet Airways,4,DEL,COK,DEL-COK,1,2019-06-03 15:00:00,2019-06-03 19:00:00,1680,0,0,10262
IndiGo,3,BLR,DEL,BLR-DEL,0,2019-04-12 20:00:00,2019-04-12 22:50:00,170,4,0,4990
Air India,1,BLR,DEL,BLR-DEL,2,2019-03-18 17:25:00,2019-03-18 10:35:00,1030,0,0,12568
Jet Airways,4,CCU,BLR,CCU-BLR,1,2019-05-06 14:05:00,2019-05-06 23:35:00,570,0,0,11841
Jet Airways,4,DEL,COK,DEL-COK,1,2019-06-15 02:15:00,2019-06-15 12:35:00,620,5,1,18371
SpiceJet,8,BLR,DEL,BLR-DEL,1,2019-03-01 10:20:00,2019-03-01 18:15:00,475,4,0,23267
Jet Airways,4,CCU,BLR,CCU-BLR,1,2019-05-01 09:35:00,2019-05-01 23:35:00,840,2,0,13067
IndiGo,3,MAA,CCU,MAA-CCU,0,2019-06-21 22:05:00,2019-06-21 00:25:00,140,4,0,5277
