airline,airlineid,source,destination,route,total_stops,departuredatetime,arrivaldatetime,durationminutes,dayofweek,isweekend,price,Total_Stops,DepartureHour,DepartureDay,DepartureMonth,DepartureWeekday,IsWeekend,DaysUntilDeparture,price_min,price_max,price_avg,Label
4,4,0,4,BLR-DEL,1,2019-03-18 21:25:00,2019-03-18 09:00:00,0.22262118491921007,0,0,13555,1,0.9130434782608695,18,3,0,0,17,3257,79512,8017.424021838035,0
3,3,0,4,BLR-DEL,0,2019-06-21 18:15:00,2019-06-21 21:20:00,0.03949730700179534,4,0,4990,0,0.7826086956521738,21,6,4,0,112,3257,79512,8017.424021838035,1
1,1,4,3,DEL-COK,1,2019-03-06 20:30:00,2019-03-06 23:00:00,0.5439856373429085,2,0,8854,1,0.8695652173913043,6,3,2,0,5,3876,52285,10539.014103129131,1
6,6,4,3,DEL-COK,1,2019-05-27 07:10:00,2019-05-27 16:10:00,0.16696588868940754,0,0,7878,1,0.30434782608695654,27,5,0,0,87,3876,52285,10539.014103129131,1
10,10,0,4,BLR-DEL,0,2019-03-03 09:50:00,2019-03-03 12:35:00,0.03231597845601437,6,1,8028,0,0.3913043478260869,3,3,6,1,2,3257,79512,8017.424021838035,0
4,4,2,0,CCU-BLR,1,2019-05-09 18:55:00,2019-05-09 08:15:00,0.26032315978456017,3,0,8586,1,0.7826086956521738,9,5,3,0,69,3480,31945,9158.164693593315,0
1,1,2,0,CCU-BLR,2,2019-05-01 17:30:00,2019-05-01 13:45:00,0.4093357271095153,2,0,15164,2,0.7391304347826086,1,5,2,0,61,3480,31945,9158.164693593315,0
4,4,0,4,BLR-DEL,1,2019-03-18 07:00:00,2019-03-18 15:15:00,0.15080789946140039,0,0,12284,1,0.30434782608695654,18,3,0,0,17,3257,79512,8017.424021838035,0
4,4,1,5,BOM-HYD,0,2019-06-21 07:05:00,2019-06-21 08:30:00,0.003590664272890485,4,0,4995,0,0.30434782608695654,21,6,4,0,112,1759,25139,5059.187679083095,0
6,6,4,3,DEL-COK,1,2019-05-27 08:45:00,2019-05-27 19:15:00,0.1992818671454219,0,0,10051,1,0.34782608695652173,27,5,0,0,87,3876,52285,10539.014103129131,0
4,4,2,0,CCU-BLR,1,2019-05-21 14:05:00,2019-05-21 10:05:00,0.4039497307001796,1,0,9663,1,0.6086956521739131,21,5,1,0,81,3480,31945,9158.164693593315,0
1,1,2,0,CCU-BLR,2,2019-05-01 07:00:00,2019-05-01 05:25:00,0.4560143626570916,2,0,14424,2,0.30434782608695654,1,5,2,0,61,3480,31945,9158.164693593315,0
4,4,4,3,DEL-COK,1,2019-06-15 10:00:00,2019-06-15 19:00:00,0.16696588868940754,5,1,14714,1,0.43478260869565216,15,6,5,1,106,3876,52285,10539.014103129131,0
1,1,1,5,BOM-HYD,0,2019-05-24 13:55:00,2019-05-24 15:25:00,0.005385996409335729,4,0,3100,0,0.5652173913043478,24,5,4,0,84,1759,25139,5059.187679083095,1
3,3,4,3,DEL-COK,1,2019-06-06 17:05:00,2019-06-06 22:25:00,0.08797127468581688,3,0,6493,1,0.7391304347826086,6,6,3,0,97,3876,52285,10539.014103129131,1
4,4,2,0,CCU-BLR,1,2019-06-06 06:30:00,2019-06-06 23:35:00,0.3411131059245961,3,0,14571,1,0.2608695652173913,6,6,3,0,97,3480,31945,9158.164693593315,0
4,4,4,3,DEL-COK,2,2019-06-15 05:30:00,2019-06-15 19:00:00,0.2639138240574507,5,1,10368,2,0.21739130434782608,15,6,5,1,106,3876,52285,10539.014103129131,0
4,4,4,3,DEL-COK,1,2019-06-03 15:00:00,2019-06-03 04:25:00,0.2621184919210054,0,0,14714,1,0.6521739130434783,3,6,0,0,94,3876,52285,10539.014103129131,0
8,8,6,2,MAA-CCU,0,2019-05-18 08:20:00,2019-05-18 10:35:00,0.02154398563734291,5,1,3543,0,0.34782608695652173,18,5,5,1,78,3145,19630,4788.0837696335075,1
0,0,2,0,CCU-BLR,1,2019-06-06 07:35:00,2019-06-06 19:25:00,0.2280071813285458,3,0,6810,1,0.30434782608695654,6,6,3,0,97,3480,31945,9158.164693593315,1
8,8,2,0,CCU-BLR,0,2019-03-24 09:00:00,2019-03-24 11:30:00,0.026929982046678638,6,1,5201,0,0.3913043478260869,24,3,6,1,23,3480,31945,9158.164693593315,1
6,6,4,3,DEL-COK,1,2019-06-24 17:30:00,2019-06-24 01:30:00,0.14542190305206465,0,0,13377,1,0.7391304347826086,24,6,0,0,115,3876,52285,10539.014103129131,0
7,7,4,3,DEL-COK,1,2019-03-21 07:30:00,2019-03-21 18:50:00,0.21723518850987433,3,0,14629,1,0.30434782608695654,21,3,3,0,20,3876,52285,10539.014103129131,0
3,3,4,3,DEL-COK,1,2019-04-09 07:30:00,2019-04-09 21:00:00,0.2639138240574507,1,0,6093,1,0.30434782608695654,9,4,1,0,39,3876,52285,10539.014103129131,1
6,6,4,3,DEL-COK,3,2019-06-12 11:35:00,2019-06-12 01:30:00,0.27289048473967686,2,0,15419,3,0.4782608695652174,12,6,2,0,103,3876,52285,10539.014103129131,0
1,1,2,0,CCU-BLR,2,2019-05-21 16:50:00,2019-05-21 13:45:00,0.42369838420107725,1,0,13484,2,0.6956521739130435,21,5,1,0,81,3480,31945,9158.164693593315,0
1,1,4,3,DEL-COK,1,2019-05-18 21:00:00,2019-05-18 07:40:00,0.2028725314183124,5,1,8372,1,0.9130434782608695,18,5,5,1,78,3876,52285,10539.014103129131,1
1,1,0,4,BLR-DEL,2,2019-03-15 08:15:00,2019-03-15 11:20:00,0.5565529622980252,4,0,8534,2,0.34782608695652173,15,3,4,0,14,3257,79512,8017.424021838035,0
4,4,0,4,BLR-DEL,0,2019-05-15 17:45:00,2019-05-15 20:45:00,0.037701974865350096,2,0,4030,0,0.7391304347826086,15,5,2,0,75,3257,79512,8017.424021838035,1
4,4,4,3,DEL-COK,2,2019-06-24 09:35:00,2019-06-24 04:25:00,0.3788150807899462,0,0,13292,2,0.3913043478260869,24,6,0,0,115,3876,52285,10539.014103129131,0
4,4,4,3,DEL-COK,2,2019-06-24 05:30:00,2019-06-24 04:25:00,0.4667863554757631,0,0,13014,2,0.21739130434782608,24,6,0,0,115,3876,52285,10539.014103129131,0
1,1,4,3,DEL-COK,1,2019-03-09 08:00:00,2019-03-09 19:15:00,0.2154398563734291,5,1,16754,1,0.34782608695652173,9,3,5,1,8,3876,52285,10539.014103129131,0
3,3,2,0,CCU-BLR,0,2019-03-01 17:15:00,2019-03-01 19:55:00,0.03052064631956912,4,0,6565,0,0.7391304347826086,1,3,4,0,0,3480,31945,9158.164693593315,1
4,4,4,3,DEL-COK,1,2019-05-27 22:50:00,2019-05-27 19:00:00,0.40754039497307004,0,0,16079,1,0.9565217391304348,27,5,0,0,87,3876,52285,10539.014103129131,0
4,4,4,3,DEL-COK,2,2019-05-09 21:25:00,2019-05-09 12:35:00,0.2998204667863555,3,0,11507,2,0.9130434782608695,9,5,3,0,69,3876,52285,10539.014103129131,0
10,10,1,5,BOM-HYD,1,2019-03-06 07:30:00,2019-03-06 09:25:00,0.5314183123877918,2,0,12395,1,0.30434782608695654,6,3,2,0,5,1759,25139,5059.187679083095,0
3,3,0,4,BLR-DEL,1,2019-03-01 19:35:00,2019-03-01 00:35:00,0.08078994614003591,4,0,22153,1,0.8260869565217391,1,3,4,0,0,3257,79512,8017.424021838035,0
4,4,4,3,DEL-COK,2,2019-06-27 06:45:00,2019-06-27 12:35:00,0.6157989228007182,3,0,10919,2,0.2608695652173913,27,6,3,0,118,3876,52285,10539.014103129131,0
4,4,2,0,CCU-BLR,1,2019-03-24 21:10:00,2019-03-24 04:45:00,0.1364452423698384,6,1,13759,1,0.9130434782608695,24,3,6,1,23,3480,31945,9158.164693593315,0
1,1,4,3,DEL-COK,0,2019-04-18 05:10:00,2019-04-18 08:00:00,0.03411131059245961,3,0,6094,0,0.21739130434782608,18,4,3,0,48,3876,52285,10539.014103129131,1
1,1,2,0,CCU-BLR,2,2019-05-21 09:25:00,2019-05-21 13:45:00,0.5834829443447038,1,0,11542,2,0.3913043478260869,21,5,1,0,81,3480,31945,9158.164693593315,0
4,4,4,3,DEL-COK,2,2019-06-09 06:45:00,2019-06-09 04:25:00,0.4398563734290844,6,1,13376,2,0.2608695652173913,9,6,6,1,100,3876,52285,10539.014103129131,0
4,4,0,4,BLR-DEL,1,2019-03-01 11:40:00,2019-03-01 10:25:00,0.4631956912028726,4,0,25735,1,0.4782608695652174,1,3,4,0,0,3257,79512,8017.424021838035,0
4,4,0,4,BLR-DEL,1,2019-03-06 22:50:00,2019-03-06 23:00:00,0.4937163375224417,2,0,17471,1,0.9565217391304348,6,3,2,0,5,3257,79512,8017.424021838035,0
4,4,2,0,CCU-BLR,1,2019-06-09 16:30:00,2019-06-09 23:35:00,0.125673249551167,6,1,10844,1,0.6956521739130435,9,6,6,1,100,3480,31945,9158.164693593315,0
1,1,4,3,DEL-COK,1,2019-06-03 19:00:00,2019-06-03 07:40:00,0.24596050269299824,0,0,8372,1,0.8260869565217391,3,6,0,0,94,3876,52285,10539.014103129131,1
3,3,6,2,MAA-CCU,0,2019-06-15 11:35:00,2019-06-15 14:00:00,0.02513464991023339,5,1,3858,0,0.4782608695652174,15,6,5,1,106,3145,19630,4788.0837696335075,1
3,3,0,4,BLR-DEL,0,2019-03-15 01:30:00,2019-03-15 04:15:00,0.03231597845601437,4,0,5694,0,0.043478260869565216,15,3,4,0,14,3257,79512,8017.424021838035,1
4,4,4,3,DEL-COK,1,2019-03-03 18:15:00,2019-03-03 18:50:00,0.502692998204668,6,1,17234,1,0.7826086956521738,3,3,6,1,2,3876,52285,10539.014103129131,0
4,4,4,3,DEL-COK,2,2019-04-09 09:25:00,2019-04-09 04:25:00,0.38240574506283664,1,0,11546,2,0.3913043478260869,9,4,1,0,39,3876,52285,10539.014103129131,0
10,10,0,4,BLR-DEL,0,2019-03-03 07:00:00,2019-03-03 09:40:00,0.03052064631956912,6,1,8028,0,0.30434782608695654,3,3,6,1,2,3257,79512,8017.424021838035,0
4,4,0,4,BLR-DEL,0,2019-06-15 19:50:00,2019-06-15 22:50:00,0.037701974865350096,5,1,8016,0,0.8260869565217391,15,6,5,1,106,3257,79512,8017.424021838035,0
1,1,2,0,CCU-BLR,1,2019-05-24 20:30:00,2019-05-24 20:25:00,0.4883303411131059,4,0,10413,1,0.8695652173913043,24,5,4,0,84,3480,31945,9158.164693593315,0
1,1,0,4,BLR-DEL,2,2019-03-12 11:05:00,2019-03-12 22:10:00,0.2118491921005386,1,0,11948,2,0.4782608695652174,12,3,1,0,11,3257,79512,8017.424021838035,0
4,4,1,5,BOM-HYD,0,2019-04-01 10:20:00,2019-04-01 11:50:00,0.005385996409335729,0,0,3205,0,0.43478260869565216,1,4,0,0,31,1759,25139,5059.187679083095,1
3,3,0,4,BLR-DEL,0,2019-05-18 13:00:00,2019-05-18 15:50:00,0.03411131059245961,5,1,4423,0,0.5652173913043478,18,5,5,1,78,3257,79512,8017.424021838035,1
10,10,0,4,BLR-DEL,0,2019-03-24 07:00:00,2019-03-24 09:40:00,0.03052064631956912,6,1,4878,0,0.30434782608695654,24,3,6,1,23,3257,79512,8017.424021838035,1
3,3,4,3,DEL-COK,1,2019-04-15 17:05:00,2019-04-15 22:15:00,0.0843806104129264,0,0,5912,1,0.7391304347826086,15,4,0,0,45,3876,52285,10539.014103129131,1
1,1,2,0,CCU-BLR,2,2019-05-12 05:50:00,2019-05-12 08:55:00,0.5565529622980252,6,1,11411,2,0.21739130434782608,12,5,6,1,72,3480,31945,9158.164693593315,0
6,6,4,3,DEL-COK,1,2019-06-24 07:00:00,2019-06-24 21:00:00,0.2746858168761221,0,0,7618,1,0.30434782608695654,24,6,0,0,115,3876,52285,10539.014103129131,1
4,4,0,4,BLR-DEL,0,2019-04-12 15:15:00,2019-04-12 18:10:00,0.035906642728904856,4,0,7229,0,0.6521739130434783,12,4,4,0,42,3257,79512,8017.424021838035,0
3,3,4,3,DEL-COK,1,2019-06-27 15:10:00,2019-06-27 20:00:00,0.07719928186714542,3,0,6147,1,0.6521739130434783,27,6,3,0,118,3876,52285,10539.014103129131,1
4,4,4,3,DEL-COK,2,2019-06-15 18:25:00,2019-06-15 04:25:00,0.18850987432675048,5,1,14237,2,0.7826086956521738,15,6,5,1,106,3876,52285,10539.014103129131,0
3,3,4,3,DEL-COK,1,2019-03-21 07:45:00,2019-03-21 13:40:00,0.10053859964093358,3,0,6101,1,0.30434782608695654,21,3,3,0,20,3876,52285,10539.014103129131,1
1,1,2,0,CCU-BLR,2,2019-05-21 16:50:00,2019-05-21 05:35:00,0.24775583482944347,1,0,12324,2,0.6956521739130435,21,5,1,0,81,3480,31945,9158.164693593315,0
10,10,0,4,BLR-DEL,1,2019-03-01 06:40:00,2019-03-01 21:55:00,0.30161579892280077,4,0,18387,1,0.2608695652173913,1,3,4,0,0,3257,79512,8017.424021838035,0
4,4,4,3,DEL-COK,1,2019-06-03 16:00:00,2019-06-03 04:25:00,0.2405745062836625,0,0,10262,1,0.6956521739130435,3,6,0,0,94,3876,52285,10539.014103129131,0
4,4,4,3,DEL-COK,1,2019-06-15 09:00:00,2019-06-15 19:00:00,0.18850987432675048,5,1,10262,1,0.3913043478260869,15,6,5,1,106,3876,52285,10539.014103129131,0
4,4,0,4,BLR-DEL,0,2019-04-21 07:10:00,2019-04-21 10:10:00,0.037701974865350096,6,1,7229,0,0.30434782608695654,21,4,6,1,51,3257,79512,8017.424021838035,0
0,0,2,0,CCU-BLR,0,2019-06-27 22:50:00,2019-06-27 01:20:00,0.026929982046678638,3,0,3807,0,0.9565217391304348,27,6,3,0,118,3480,31945,9158.164693593315,1
6,6,4,3,DEL-COK,1,2019-03-21 15:15:00,2019-03-21 01:35:00,0.19569120287253144,3,0,7695,1,0.6521739130434783,21,3,3,0,20,3876,52285,10539.014103129131,1
1,1,2,0,CCU-BLR,2,2019-05-18 05:50:00,2019-05-18 08:55:00,0.5565529622980252,5,1,12723,2,0.21739130434782608,18,5,5,1,78,3480,31945,9158.164693593315,0
8,8,1,5,BOM-HYD,0,2019-05-15 13:15:00,2019-05-15 14:45:00,0.005385996409335729,2,0,2175,0,0.5652173913043478,15,5,2,0,75,1759,25139,5059.187679083095,1
3,3,4,3,DEL-COK,1,2019-05-27 09:15:00,2019-05-27 01:30:00,0.32315978456014366,0,0,6628,1,0.3913043478260869,27,5,0,0,87,3876,52285,10539.014103129131,1
4,4,4,3,DEL-COK,2,2019-06-12 14:35:00,2019-06-12 04:25:00,0.27109515260323164,2,0,13376,2,0.6086956521739131,12,6,2,0,103,3876,52285,10539.014103129131,0
3,3,2,0,CCU-BLR,0,2019-03-27 15:10:00,2019-03-27 17:45:00,0.02872531418312388,2,0,4148,0,0.6521739130434783,27,3,2,0,26,3480,31945,9158.164693593315,1
4,4,4,3,DEL-COK,2,2019-03-27 05:25:00,2019-03-27 04:25:00,0.4685816876122083,2,0,9254,2,0.21739130434782608,27,3,2,0,26,3876,52285,10539.014103129131,1
4,4,0,4,BLR-DEL,0,2019-06-24 18:55:00,2019-06-24 22:00:00,0.03949730700179534,0,0,8016,0,0.7826086956521738,24,6,0,0,115,3257,79512,8017.424021838035,0
4,4,0,4,BLR-DEL,0,2019-05-01 17:45:00,2019-05-01 20:45:00,0.037701974865350096,2,0,4030,0,0.7391304347826086,1,5,2,0,61,3257,79512,8017.424021838035,1
4,4,0,4,BLR-DEL,0,2019-05-12 17:45:00,2019-05-12 20:45:00,0.037701974865350096,6,1,5198,0,0.7391304347826086,12,5,6,1,72,3257,79512,8017.424021838035,1
0,0,2,0,CCU-BLR,0,2019-04-15 19:55:00,2019-04-15 22:25:00,0.026929982046678638,0,0,4409,0,0.8260869565217391,15,4,0,0,45,3480,31945,9158.164693593315,1
1,1,1,5,BOM-HYD,0,2019-03-01 13:55:00,2019-03-01 15:25:00,0.005385996409335729,4,0,10082,0,0.5652173913043478,1,3,4,0,0,1759,25139,5059.187679083095,0
4,4,2,0,CCU-BLR,1,2019-05-18 14:05:00,2019-05-18 10:05:00,0.4039497307001796,5,1,9663,1,0.6086956521739131,18,5,5,1,78,3480,31945,9158.164693593315,0
8,8,0,4,BLR-DEL,0,2019-04-03 05:55:00,2019-04-03 08:35:00,0.03052064631956912,2,0,3971,0,0.21739130434782608,3,4,2,0,33,3257,79512,8017.424021838035,1
3,3,6,2,MAA-CCU,0,2019-03-15 07:55:00,2019-03-15 10:15:00,0.02333931777378815,4,0,6297,0,0.30434782608695654,15,3,4,0,14,3145,19630,4788.0837696335075,0
8,8,0,4,BLR-DEL,0,2019-05-09 05:55:00,2019-05-09 08:35:00,0.03052064631956912,3,0,3573,0,0.21739130434782608,9,5,3,0,69,3257,79512,8017.424021838035,1
4,4,2,0,CCU-BLR,1,2019-05-21 14:05:00,2019-05-21 22:35:00,0.15619389587073612,1,0,10844,1,0.6086956521739131,21,5,1,0,81,3480,31945,9158.164693593315,0
3,3,0,4,BLR-DEL,0,2019-04-27 06:05:00,2019-04-27 08:50:00,0.03231597845601437,5,1,4423,0,0.2608695652173913,27,4,5,1,57,3257,79512,8017.424021838035,1
4,4,0,4,BLR-DEL,1,2019-03-06 14:05:00,2019-03-06 21:20:00,0.12926391382405744,2,0,19225,1,0.6086956521739131,6,3,2,0,5,3257,79512,8017.424021838035,0
3,3,6,2,MAA-CCU,0,2019-03-12 22:05:00,2019-03-12 00:30:00,0.02513464991023339,1,0,6297,0,0.9565217391304348,12,3,1,0,11,3145,19630,4788.0837696335075,0
8,8,2,0,CCU-BLR,0,2019-03-06 22:20:00,2019-03-06 00:40:00,0.02333931777378815,2,0,3849,0,0.9565217391304348,6,3,2,0,5,3480,31945,9158.164693593315,1
6,6,4,3,DEL-COK,1,2019-03-06 08:00:00,2019-03-06 15:30:00,0.13464991023339318,2,0,15078,1,0.34782608695652173,6,3,2,0,5,3876,52285,10539.014103129131,0
3,3,2,0,CCU-BLR,1,2019-05-12 19:20:00,2019-05-12 23:45:00,0.06822262118491922,6,1,4205,1,0.8260869565217391,12,5,6,1,72,3480,31945,9158.164693593315,1
1,1,0,4,BLR-DEL,0,2019-05-27 13:20:00,2019-05-27 16:10:00,0.03411131059245961,0,0,5228,0,0.5652173913043478,27,5,0,0,87,3257,79512,8017.424021838035,1
6,6,4,3,DEL-COK,1,2019-06-06 07:00:00,2019-06-06 21:00:00,0.2746858168761221,3,0,7408,1,0.30434782608695654,6,6,3,0,97,3876,52285,10539.014103129131,1
4,4,0,4,BLR-DEL,0,2019-06-09 11:10:00,2019-06-09 14:05:00,0.035906642728904856,6,1,7229,0,0.4782608695652174,9,6,6,1,100,3257,79512,8017.424021838035,0
4,4,4,3,DEL-COK,2,2019-06-15 14:35:00,2019-06-15 04:25:00,0.27109515260323164,5,1,10919,2,0.6086956521739131,15,6,5,1,106,3876,52285,10539.014103129131,0
4,4,0,4,BLR-DEL,0,2019-05-01 15:15:00,2019-05-01 18:10:00,0.035906642728904856,2,0,4544,0,0.6521739130434783,1,5,2,0,61,3257,79512,8017.424021838035,1
4,4,4,3,DEL-COK,1,2019-03-21 08:00:00,2019-03-21 04:25:00,0.4129263913824058,3,0,6540,1,0.34782608695652173,21,3,3,0,20,3876,52285,10539.014103129131,1
4,4,4,3,DEL-COK,2,2019-03-21 19:10:00,2019-03-21 18:50:00,0.48294434470377023,3,0,9483,2,0.8260869565217391,21,3,3,0,20,3876,52285,10539.014103129131,1
4,4,4,3,DEL-COK,1,2019-05-21 10:00:00,2019-05-21 19:00:00,0.16696588868940754,1,0,16079,1,0.43478260869565216,21,5,1,0,81,3876,52285,10539.014103129131,0
6,6,4,3,DEL-COK,1,2019-06-01 18:15:00,2019-06-01 01:30:00,0.12926391382405744,5,1,13377,1,0.7826086956521738,1,6,5,1,92,3876,52285,10539.014103129131,0
3,3,0,4,BLR-DEL,0,2019-06-03 18:55:00,2019-06-03 21:50:00,0.035906642728904856,0,0,4823,0,0.7826086956521738,3,6,0,0,94,3257,79512,8017.424021838035,1
4,4,2,0,CCU-BLR,1,2019-05-15 17:00:00,2019-05-15 10:55:00,0.35906642728904853,2,0,14151,1,0.7391304347826086,15,5,2,0,75,3480,31945,9158.164693593315,0
2,2,2,0,CCU-BLR,1,2019-05-09 23:30:00,2019-05-09 07:45:00,0.15080789946140039,3,0,6095,1,1.0,9,5,3,0,69,3480,31945,9158.164693593315,1
1,1,4,3,DEL-COK,1,2019-05-27 10:00:00,2019-05-27 19:15:00,0.17235188509874327,0,0,12029,1,0.43478260869565216,27,5,0,0,87,3876,52285,10539.014103129131,0
1,1,2,0,CCU-BLR,1,2019-04-06 19:00:00,2019-04-06 11:05:00,0.31956912028725315,5,1,4437,1,0.8260869565217391,6,4,5,1,36,3480,31945,9158.164693593315,1
3,3,0,4,BLR-DEL,0,2019-06-27 01:30:00,2019-06-27 04:15:00,0.03231597845601437,3,0,3419,0,0.043478260869565216,27,6,3,0,118,3257,79512,8017.424021838035,1
3,3,0,4,BLR-DEL,0,2019-04-01 10:10:00,2019-04-01 13:00:00,0.03411131059245961,0,0,3943,0,0.43478260869565216,1,4,0,0,31,3257,79512,8017.424021838035,1
6,6,4,3,DEL-COK,1,2019-03-21 14:00:00,2019-03-21 01:35:00,0.22262118491921007,3,0,13542,1,0.6086956521739131,21,3,3,0,20,3876,52285,10539.014103129131,0
1,1,4,3,DEL-COK,1,2019-06-27 17:40:00,2019-06-27 23:00:00,0.08797127468581688,3,0,7174,1,0.7391304347826086,27,6,3,0,118,3876,52285,10539.014103129131,1
3,3,1,5,BOM-HYD,0,2019-03-09 09:10:00,2019-03-09 10:35:00,0.003590664272890485,5,1,7417,0,0.3913043478260869,9,3,5,1,8,1759,25139,5059.187679083095,0
4,4,4,3,DEL-COK,2,2019-05-09 13:25:00,2019-05-09 04:25:00,0.29622980251346503,3,0,16704,2,0.5652173913043478,9,5,3,0,69,3876,52285,10539.014103129131,0
1,1,2,0,CCU-BLR,0,2019-03-18 20:45:00,2019-03-18 23:20:00,0.02872531418312388,0,0,4435,0,0.8695652173913043,18,3,0,0,17,3480,31945,9158.164693593315,1
1,1,2,0,CCU-BLR,2,2019-05-21 09:25:00,2019-05-21 05:35:00,0.40754039497307004,1,0,11432,2,0.3913043478260869,21,5,1,0,81,3480,31945,9158.164693593315,0
0,0,0,4,BLR-DEL,0,2019-06-21 23:55:00,2019-06-21 02:45:00,0.03411131059245961,4,0,3383,0,1.0,21,6,4,0,112,3257,79512,8017.424021838035,1
3,3,2,0,CCU-BLR,0,2019-04-21 04:40:00,2019-04-21 07:15:00,0.02872531418312388,6,1,4804,0,0.17391304347826086,21,4,6,1,51,3480,31945,9158.164693593315,1
0,0,0,4,BLR-DEL,0,2019-05-27 04:55:00,2019-05-27 07:45:00,0.03411131059245961,0,0,3383,0,0.17391304347826086,27,5,0,0,87,3257,79512,8017.424021838035,1
3,3,2,0,CCU-BLR,1,2019-05-24 15:10:00,2019-05-24 20:30:00,0.08797127468581688,4,0,6991,1,0.6521739130434783,24,5,4,0,84,3480,31945,9158.164693593315,1
1,1,4,3,DEL-COK,2,2019-05-09 05:00:00,2019-05-09 19:15:00,0.7971274685816877,3,0,10441,2,0.21739130434782608,9,5,3,0,69,3876,52285,10539.014103129131,0
3,3,4,3,DEL-COK,1,2019-03-21 07:35:00,2019-03-21 12:00:00,0.06822262118491922,3,0,5073,1,0.30434782608695654,21,3,3,0,20,3876,52285,10539.014103129131,1
6,6,4,3,DEL-COK,1,2019-03-21 10:20:00,2019-03-21 01:35:00,0.30161579892280077,3,0,7695,1,0.43478260869565216,21,3,3,0,20,3876,52285,10539.014103129131,1
1,1,4,3,DEL-COK,1,2019-05-24 20:40:00,2019-05-24 09:25:00,0.24775583482944347,4,0,7480,1,0.8695652173913043,24,5,4,0,84,3876,52285,10539.014103129131,1
4,4,4,3,DEL-COK,1,2019-06-09 11:30:00,2019-06-09 12:35:00,0.5134649910233393,6,1,10262,1,0.4782608695652174,9,6,6,1,100,3876,52285,10539.014103129131,0
4,4,0,4,BLR-DEL,1,2019-03-12 22:55:00,2019-03-12 11:25:00,0.24236983842010773,1,0,13817,1,0.9565217391304348,12,3,1,0,11,3257,79512,8017.424021838035,0
4,4,2,0,CCU-BLR,1,2019-05-21 09:35:00,2019-05-21 19:10:00,0.17953321364452424,1,0,13067,1,0.3913043478260869,21,5,1,0,81,3480,31945,9158.164693593315,0
8,8,1,5,BOM-HYD,0,2019-06-06 13:15:00,2019-06-06 14:45:00,0.005385996409335729,3,0,1965,0,0.5652173913043478,6,6,3,0,97,1759,25139,5059.187679083095,1
3,3,4,3,DEL-COK,1,2019-06-06 06:50:00,2019-06-06 16:10:00,0.1741472172351885,3,0,6674,1,0.2608695652173913,6,6,3,0,97,3876,52285,10539.014103129131,1
1,1,1,5,BOM-HYD,2,2019-03-12 05:05:00,2019-03-12 16:55:00,0.2280071813285458,1,0,16172,2,0.21739130434782608,12,3,1,0,11,1759,25139,5059.187679083095,0
6,6,4,3,DEL-COK,1,2019-06-24 12:50:00,2019-06-24 19:15:00,0.11131059245960502,0,0,7268,1,0.5217391304347826,24,6,0,0,115,3876,52285,10539.014103129131,1
4,4,0,4,BLR-DEL,1,2019-03-15 07:00:00,2019-03-15 12:15:00,0.08617594254937164,4,0,17524,1,0.30434782608695654,15,3,4,0,14,3257,79512,8017.424021838035,0
6,6,4,3,DEL-COK,1,2019-05-21 18:00:00,2019-05-21 01:30:00,0.13464991023339318,1,0,7888,1,0.7826086956521738,21,5,1,0,81,3876,52285,10539.014103129131,1
3,3,1,5,BOM-HYD,0,2019-06-06 19:05:00,2019-06-06 20:35:00,0.005385996409335729,3,0,2754,0,0.8260869565217391,6,6,3,0,97,1759,25139,5059.187679083095,1
1,1,0,4,BLR-DEL,3,2019-03-03 12:00:00,2019-03-03 23:55:00,0.22980251346499103,6,1,10573,3,0.5217391304347826,3,3,6,1,2,3257,79512,8017.424021838035,0
6,6,4,3,DEL-COK,1,2019-06-09 11:40:00,2019-06-09 19:00:00,0.13105924596050272,6,1,11789,1,0.4782608695652174,9,6,6,1,100,3876,52285,10539.014103129131,0
4,4,2,0,CCU-BLR,1,2019-05-06 20:25:00,2019-05-06 19:10:00,0.4631956912028726,0,0,13067,1,0.8695652173913043,6,5,0,0,66,3480,31945,9158.164693593315,0
3,3,0,4,BLR-DEL,0,2019-03-24 00:40:00,2019-03-24 03:25:00,0.03231597845601437,6,1,4238,0,0.0,24,3,6,1,23,3257,79512,8017.424021838035,1
6,6,4,3,DEL-COK,1,2019-05-21 07:30:00,2019-05-21 19:00:00,0.22082585278276484,1,0,9794,1,0.30434782608695654,21,5,1,0,81,3876,52285,10539.014103129131,0
1,1,4,3,DEL-COK,2,2019-03-21 07:05:00,2019-03-21 09:25:00,0.540394973070018,3,0,7615,2,0.30434782608695654,21,3,3,0,20,3876,52285,10539.014103129131,1
4,4,4,3,DEL-COK,2,2019-03-21 10:20:00,2019-03-21 04:25:00,0.8797127468581688,3,0,11664,2,0.43478260869565216,21,3,3,0,20,3876,52285,10539.014103129131,0
4,4,2,0,CCU-BLR,1,2019-04-01 06:30:00,2019-04-01 19:50:00,0.26032315978456017,0,0,7064,1,0.2608695652173913,1,4,0,0,31,3480,31945,9158.164693593315,1
3,3,2,0,CCU-BLR,1,2019-04-15 19:20:00,2019-04-15 23:45:00,0.06822262118491922,0,0,3809,1,0.8260869565217391,15,4,0,0,45,3480,31945,9158.164693593315,1
8,8,2,0,CCU-BLR,0,2019-06-18 17:10:00,2019-06-18 19:40:00,0.026929982046678638,1,0,3841,0,0.7391304347826086,18,6,1,0,109,3480,31945,9158.164693593315,1
